Tweet,Suicide,preprocess
RT @VibeFeeIings: Your hardest times often lead to the greatest moments of your life. Keep the faith. It will all be worth in the end.,Not Suicide post,retweet hardest time lead greatest moment life faith worth end
So this goes well to show the average American trying to retire will die hungry and alone.,Potential Suicide post ,show average american retire die hungry
"RT @NonWhiteHat: Naming laws after dead children is a cynical ploy. ""If you don't support this law, you must want more kids to die, just liâ¦",Potential Suicide post ,retweet naming law dead child cynical ploy not support law kid die li
"@harrietlulu how weird. yesterday, i was thinking I really wanted to listen to Christmas songs.. not so strange I think.",Not Suicide post,weird yesterday thinking wanted listen christmas song not strange
I saw deer in the backyard from my bedroom window this morning,Not Suicide post,deer backyard bedroom window morning
RT @ruinpeach: everyoneâs fighting about this but will is dead and wessaâs kids are dead and jemâs going to die one day along with jessaâsâ¦,Potential Suicide post ,retweet fighting dead wessas kid dead jem die day jessas
"RT @no1bihet: One day ill kill myself and my suicide note will just be some shit like ""my arms are kinda chubby. Bye""",Potential Suicide post ,retweet day kill suicide note shit arm kind chubby bye
I getting tired of living the same day every single day,Potential Suicide post ,tired living day single day
@xxandip uh oh i take it someone cant spell your name? im a katie and hate it when people put katy x,Not Suicide post,uh spell katie hate people put katy
"right then nsb archive done and dusted, ape accounts up to date, freeland winner sorted.. haha now to do some real work",Not Suicide post,nsb archive dusted ape account date freeland winner sorted haha real work
Wants to be stimulated already,Not Suicide post,stimulated
@Vintage_Twit Thanks for the offer!,Not Suicide post,offer
RT @chimchim246: @987fm #SpeakYourselfSG iâve always hated my life. Iâve always felt like thereâs nothing to live for but BTS has helped meâ¦,Potential Suicide post ,retweet hated life felt live bts helped
RT @uglythxughts: Im tired of everything that is going on in my  life,Potential Suicide post ,retweet tired life
"they dropped these fucking teasers when i was in class YEAH THEY WANT ME TO DIE, RIGHT? https://t.co/nbjoTSHmuw",Potential Suicide post ,dropped fucking teaser class yeah die
i am a failure a loser i m a waste of life and i want it to be over we can finally close this pathetic story the only concern i have is debt i cant leave my family with that,Potential Suicide post ,failure loser waste life finally close pathetic story concern debt leave family
getting my english doneee!!!!!!!! ahh cant wait till holidays,Not Suicide post,english ahh wait till holiday
Tyson smells like cookies.,Not Suicide post,tyson smell cooky
Waiting for the train so I can go to Ellen's and have fish pie for dinz! I have been waiting for this moment all my life,Not Suicide post,waiting train ellen fish pie dinz waiting moment life
"@tikitosca New York, please",Not Suicide post,york
Iâm so tired of living and college I just wanna drop out and work somewhere far away from everyone https://t.co/Dq3rIUxtbv,Potential Suicide post ,tired living college drop work
EVERY DAMN DAY. I HATE MYSELF. https://t.co/efhJYXcdU2,Potential Suicide post ,damn day hate
@eleahbaant I sure will.,Not Suicide post,
"@whitneyhess reminds me of your &quot;emotional response&quot; point (deleting mails in Gmail), and why I turn off face recognition in iPhoto '09",Not Suicide post,reminds emotional response point deleting mail gmail turn face recognition iphoto
"@jdickerson www.youtube.com/Titomi15..WATCH THE VIDEOS,COMMENT&amp;SUSCRIBE!! &amp; FOLLOW me , Cheers x",Not Suicide post,video comment suscribe follow cheer
@ShaileeMody thats a killing smile.. i m flattered...,Not Suicide post,killing smile flattered
@RapierTwit People say they feel expressionistic - I've never heard them say pointalistic,Not Suicide post,people feel expressionistic heard pointalistic
@carolw Misery loves company,Not Suicide post,misery love company
I'm learning to twitter!! beats doing the taxes,Not Suicide post,learning twitter beat tax
FUCKING END MY LIFE,Potential Suicide post ,fucking end life
"@ekalavyab saw it smetime back , bloody creative it is",Not Suicide post,smetime back bloody creative
RT @NeerajKA: Congratulations to everyone who bought a wiretap so they could buy stuff more easily https://t.co/SZrV7Q8Q8y,Not Suicide post,retweet congratulation bought wiretap buy stuff easily
@wasim not tired of everything.,Not Suicide post,not tired
"@yashir33 I want to be able to focus on solving this problem, not worrying about what might be said or done to you.",Not Suicide post,focus solving problem not worrying
Sex dreams are my least favorite dreams. Like they're always weird and appear out of nowhere and then you think itsâ¦ https://t.co/1fdKAwFjwE,Potential Suicide post ,sex dream favorite dream weird
"@300pockets you guys should look into a Cube or EDH! It's fun Xion as in kingdomhearts? From your profile pic, there's some resemblance!",Not Suicide post,guy cube edh fun xion kingdomhearts profile pic resemblance
âIm going to fucking kill myself cuz I have no purpose on this earth cuz everything I wanna do in this life has beeâ¦ https://t.co/inr5vuBccx,Potential Suicide post ,fucking kill cuz purpose earth cuz life bee
I swear it doesnât matter what time I go to sleep my body forever wakes up tired,Potential Suicide post ,swear not matter time sleep body forever wake tired
He was not tired.,Not Suicide post,not tired
Watching ellen show...,Not Suicide post,watching ellen show
Abdul is tired now.,Not Suicide post,abdul tired
support for making the world better place,Not Suicide post,support making world place
Caffeinated and happy,Not Suicide post,caffeinated happy
i am getting close and i am not sure what to do anymore i have been really struggeling for about 5 month now i broke up with someone who i loved very much i first turned to drinking and drugs to ease the pain but i got quite suicidal it got so bad i had to make some major changes in my life or i didnt think i was going to make it i have done absolutely everything i can to pick myself up therapy psychiatrist lexapro quit drinking quit smoking started working out started eating right started travelling focused on work and even started hobbies despite all this somet it feels like nothing is helping i can barely get out of bed most daysi amon the verge of tears every day it is difficult to do anthing its even hard to write this post i dont know what to do anymore i wake up everyday feeling like i am being tortured its been 5 months and it is driving me nuts feeling like i cant escape i could really use some words of wisdom right now,Potential Suicide post ,close not anymore struggeling month broke loved turned drinking drug ease pain suicidal bad make major life not make absolutely pick therapy psychiatrist lexapro quit drinking quit smoking started working started eating started travelling focused work started hobby somet feel helping barely bed daysi amon verge tear day difficult anthing hard write post not anymore wake everyday feeling tortured month driving nut feeling escape word wisdom
